Restoran,Yazar,Yazar Yorum Sayısı,Yazar Foto Sayısı,Yerel Rehber,Puan,Tarih,Yorum,İşletme Yanıtı,Yanıt Tarihi,Bu Yorumda Foto,Yorum ID
Lou Cafe Bistro - Maidan,Gül Rumeysa,53,82,Evet,3,6 ay önce,"Fiyat–performans açısından eleştireceğim en önemli nokta servis anlayışı. Garsonlar, masada bir şey bittiği anda hemen toplamaya çalışıyor; masayı sürekli gözlemlemeleri ve tam sohbetin ortasında gelip toparlamaya başlamaları biraz rahatsız edici. Elbette işlerini iyi yapmaya çalıştıklarını anlıyorum ancak son lokmamla tabağın alınması neredeyse aynı dakikaya denk geliyor.

Biz bir adet Dubai cheesecake (320₺), bir adet Sizzling Blondie (390₺), bir adet profiterol (380₺), bir adet limonlu tart (325₺); 4 çay, 1 latte ve 3 su aldık. Mekânda %10 servis bedeli alınıyor.

Genel olarak ortam ve ambiyans hoş. Dubai cheesecake inanılmaz lezzetliydi; biraz ağır ama tadı gerçekten çok başarılıydı. Profiterol için sütlü çikolata seçeneği eklenebilir. Limonlu tart ve Sizzling Blondie ise bir süre sonra bayıcı gelebiliyor. Işıklandırma da biraz daha fazla olabilirdi.",,,1,Ci9DQUlRQUNvZENodHljRjlvT21sVU1rTjROSG8yVjBSNFRYTkVhR0U0VEZabldrRRAB
Lou Cafe Bistro - Maidan,mlkpr02,6,2,Hayır,1,6 ay önce,"20 Aralık Cumartesi günü 19.00 sularında buraya geldik daha önceden de geldiğim bir yer burası. Fakat girer girmez sert ve hoş olmayan bir üslûpla yemek için mi gelip gelmediğimiz soruldu. Biz ise kahve içmek için geldiğimizi söyledik. Yanına tatlı almamız gerektiği söylendi. Konu asla para değil fakat müşteriye olan saygısızlık. Gelir gelmez bir siparişe zorunlu tutulmak gerçekten çok rahatsız ediciydi. Diğer loularda hiç bu muameleye maruz kalmamıştık.
Bir diğer şikayetim de laktozsuz süt olmaması konusunda. Kendilerini bu kadar üstte gören bir işletmenin laktozsuz sütünün bile olmaması tamamen komedi.
Kesinlikle benim için bir hayal kırıklığı oldu. İyi yorumlara aldanmayın. Tahmin ediyorum ki rahat kıyafetler giymeseydim davranış daha farklı olurdu. Acınası.",,,1,Ci9DQUlRQUNvZENodHljRjlvT2sweWNXazJNMmRzZDJ4b1JGZG1kRWx6TmxsRlVsRRAB
Lou Cafe Bistro - Maidan,Eray Erhan,3,4,Hayır,5,6 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xwbU1GSnVaekI2VnpkcmFEUlJNMVF4VTFSVlNWRRAB
Lou Cafe Bistro - Maidan,Nur Bala Korkmaz (Nur),146,294,Evet,5,6 ay önce,"çalışan arkadaşların güler yüzü, yemeklerin sunum ve lezzeti, personelin ilgisi ve atmosfer her şey çok başarılı. bazı ürünler için fiyatlar hak ettiğinden fazla ancak yine de gidip denemeye değer. biz ekip yemeği için gittik. tantunili köy eriştesi, fajita bowl ve şinitzel denedik. son zamanlarda yediğim en iyi şinitzeldi, kesinlikle tavsiye ederim. yemekler ortalama olarak 600-700 tl bandında. kokteyllerini denemek için de mutlaka uğrayacağım.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2pGVFNYY3RjVXBsYzBkblYyTkNiM1ZUVEVGamJFRRAB
Lou Cafe Bistro - Maidan,MİNE OLCAY,,,Hayır,5,6 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT21SbGFIRkRTakpUWjJOUmEycEdlWFpEY0VVMmNtYxAB
Lou Cafe Bistro - Maidan,Çiğdem Karagöz,2,,Hayır,5,6 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT25aRFlucEdSbXhYUnpKeU5WOUVUazQxY0ZkeGRVRRAB
Lou Cafe Bistro - Maidan,merve arslan,2,,Hayır,5,6 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pWV2JtdzNkVWxtU3psSU9EYzNTVzh4WmpsR2EzYxAB
Lou Cafe Bistro - Maidan,Mariana Morari,,,Hayır,5,6 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2t0RE9YWnBhblpLZDI5Q05IVjJRakJ1WDNKRFEyYxAB
Lou Cafe Bistro - Maidan,Selver ÇAM,,,Hayır,5,6 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT21NeVpqVmtTVU5NZEV3dFJIZHZaalp0V0UxcFlVRRAB
Lou Cafe Bistro - Maidan,Damla Arslan Öncül,1,,Hayır,5,6 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2twUU0xRnhOVnBXYjNKMlpVc3pUbFZNWkdvM01rRRAB
Lou Cafe Bistro - Maidan,Beyza Ertunc,9,1,Hayır,5,6 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT21wS1FtSnVOVU5rVTJvdFJubFJYMHgyWDFCT2MzYxAB
Lou Cafe Bistro - Maidan,Sevda Çetindağ,3,,Hayır,5,6 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pkVFJYUklSbGx0TnpWMFRERmlSRFpJVTFOVE5rRRAB
Lou Cafe Bistro - Maidan,Cansusaadet Tekin,6,,Hayır,5,6 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT21aeldXSjNaMnhrWHpGbWFtbHdOa2x0TlZoWGRFRRAB
Lou Cafe Bistro - Maidan,Eren Kuvel,6,1,Hayır,5,6 ay önce,Çok güzel bir mekan ayrıca Baha Bey e çok teşekkür ediyorum kız arkadaşımla geldim ve bizimle çok güzel ilgilendi. Tavsiye ederim.,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pjM1YySllUMUF6ZERWbWNrWnRTMXAzTlVsTWMyYxAB
Lou Cafe Bistro - Maidan,Meral Dok,14,1,Hayır,5,6 ay önce,Baha bey bizimle çok ilgilendi. Teşekkür ederiz. Herşey çok güzeldi zaten mekan olarak çok severiz. Kızkıza gelinecek çok güzel bir ortam. Lezzet harika. Servis çok hızlı güler yüzlü arkadaşlar. Ve temiz.,,,0,Ci9DQUlRQUNvZENodHljRjlvT2tkWllubHdUbGh6YzNkUFEzQkthbVU1TkdOdlJrRRAB
Lou Cafe Bistro - Maidan,Melike Erbaz,3,,Hayır,5,6 ay önce,Merhaba biraz önce yemek yediğimiz bu mekandaki servis ve Baha beyin ilgisi müşteri memnuniyeti çok güzeldi her geldiğimizde mutlu ayrıldığımız bir mekan.,,,0,Ci9DQUlRQUNvZENodHljRjlvT21keWRVeGpiRGczTFcxMlJURlVhMGxqYUVGS05FRRAB
Lou Cafe Bistro - Maidan,Elif Ceyda Erdoğan,5,,Hayır,1,6 ay önce,"Maidan şubesine oturana kadar çok sevdiğim bir markaydı; ancak bu şubedeki deneyimden sonra bir daha asla tercih etmeyeceğim. Önce garson hesabı mı istemiştiniz diye masaya geldi, ardından sorumlusu olduğunu söyleyen kişi ‘Kahvenizi içip kalkacaktınız, masa rezerve’ diyerek bizi adeta kaldırmaya çalıştı. Ne bekleyen müşteri vardı ne de iddia ettikleri rezervasyon sahipleri…

Üslubu kaba, iletişimden tamamen uzak bir ‘sorumlu’ ile karşı karşıyaydık… ya da daha doğru bir tabirle ‘sorunlu’ mu demeliydim, bilemiyorum. “İmam kıkırdarsa cemaat göbek atar” tam size layık bir tabir.. Sorumlu kim ki kime örnek olsun? Gerçekten hayal kırıklığıydı.

Ayrıca biri gelip masadaki ışıkla oynuyor, biri sürekli “Bir şey ister misiniz?” diye soruyor… Kişi kendini bir kafede değil, sanki kıyafet mağazasında peşinizde gezen görevliler varmış gibi hissediyor. Rahatça oturup sohbet etmek için bile boşluk kolluyoruz. Burayı tercih ettiğimiz için üzgünüz.",,,0,Ci9DQUlRQUNvZENodHljRjlvT25CQk4zcFpZVjlMYWpGQk5FZFlkVzlIT0VOd1NXYxAB
Lou Cafe Bistro - Maidan,Nalan Çelen,1,,Hayır,1,6 ay önce,"28.11 2025 cuma akşamı kahve içmek için gittiğimiz maidan lou Cafe'de sadece kahve içeceğimiz söyleyerek oturduk, bir müddet sonra yerin rezervasyonlu olduğu söylenerek kalkmamız istendi boş masa olmasına rağmen ve ayakta hiçbir müşteri beklememesine rağmen yanımıza gelerek saygısızca lou cafeye yakışmayacak bir hareketle yemek yemediğimiz için sohbetimizin bölünerek masadan kaldırılmak istenmemiz son derece müşteri memnuniyetine sığmayacak bir davranıştır. Lou cafe yetkilileri sizi tercih ettiğimiz için biz kendimizden özür diliyoruz. Birdaha görüşmemek üzere.Bu arada tek yıldızı işaretlemek durumunda kaldım yoksa yayınla butonu aktif gelmiyordu!!!!",,,0,Ci9DQUlRQUNvZENodHljRjlvT2s0d1EzZGhVa1IwZUdKdWJIRnZXV1pDVm1GaFZVRRAB
Lou Cafe Bistro - Maidan,AS Kestel,6,,Hayır,5,6 ay önce,"Sıcak tutumu, öneri ve yardımları için Baha’ya cok  teşekkür ederiz. Lou keyifle geldiğimizde güzel bir restoran. Memnuniyetle tavsiye ederiz.",,,0,Ci9DQUlRQUNvZENodHljRjlvT21sd1kyeElWMWxFYURJd01rdDFSbWhOUm5aZlVtYxAB
Lou Cafe Bistro - Maidan,Mücahid Baş,39,11,Evet,5,7 ay önce,"Eşim beni doğum günümü kutlamak için buraya getirdi. Ambiyans ve atmosfer çok güzeldi. Özellikle iç kısımda mutfak tarafı oldukça sakin ve sıcaktı. Kalabalık olmasına rağmen servis gayet hızlıydı. Ben margarita pizza eşim tavuk çökertme yedi porsiyonlar ve lezzet gayet güzeldi. Ama favorimiz en son yediğimiz profiterol oldu. Çikolata sosu ve içindeki krema çok lezzetliydi. %10 servis bedeli var, gayet şık bir mekan ve ilgi olmasına karşın servis ücreti olmaması gereken bir mekan olduğunu düşünüyorum. İki kişi içeceklerle de birlikte yaklaşık 2000 TL hesap ödedik. Maidan AVM çevresi kalabalık olduğu için otopark sorunu yaşayabilirsiniz, kendi otoparkı da ücretli. Genel olarak tavsiye edilir.",,,1,Ci9DQUlRQUNvZENodHljRjlvT2xWWk4zcFNXR3BoT1VwcllWaHdVRUZxYmpCb1FuYxAB
Lou Cafe Bistro - Maidan,Mahmut Miraç Ünlüer (MMÜ),441,2923,Evet,5,7 ay önce,,,,2,Ci9DQUlRQUNvZENodHljRjlvT21VeVJqTmFVWGswWTNwRGVtODVUMlZKY0RJMmIyYxAB
Lou Cafe Bistro - Maidan,ozgur Akkas,4,1,Hayır,2,7 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT21JM2QxZGpZekJ0ZVUxdWFXOHljMjlJV1haVE1FRRAB
Lou Cafe Bistro - Maidan,Gözde Karapınar,4,,Hayır,2,7 ay önce,calisanlari cok kaba ya,,,0,Ci9DQUlRQUNvZENodHljRjlvT21oM1pqQm1XbVprUVhOWlNFaDNlSGd5WTFrMGJXYxAB
Lou Cafe Bistro - Maidan,Elif Masa Yüceses,11,6,Hayır,5,7 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2w5NU1rOUNlVmRUWkZCclJETmpXRlZwWlVoRWRsRRAB
Lou Cafe Bistro - Maidan,R A,14,,Evet,1,8 ay önce,"YEMEĞİMDEN KIL ÇIKTI!
yemek ve limonata sipariş ettim. yemeğimi yerken ağzımda kıl hissettim ve emin olmak için lavaboya gidip baktım, gerçekten kılmış ağzımdaki. 20 dk mide bulantısıyla lavabodan çıkamadım. daha sonra söylediğimde, yemeğin ve içeceğin masadan alınmasını istediğimde ise ısrarla “nerede gösterin”, “keşke gösterseydiniz” gibi soruları 10 kez sordular. ağzımdaki kılı nasıl gösterebilirdim acaba? (bunu zaten belirtmiştim) yiyemediğim yemeği ve içeceği hesaba da yazmışlar. daha fazla uğraşmamak adına ödedim zaten olay para değil. hiçbir mahcubiyet olmaması çok tuhaftı…",,,0,Ci9DQUlRQUNvZENodHljRjlvT2pGNldVaFhRVUV3YW5wU1VFTm1NRGRKVkdWTlgwRRAB
Lou Cafe Bistro - Maidan,Erdem Turkozu,2,,Hayır,1,8 ay önce,Ankara'daki açık ara en kötü lokanta olabilir. Somon altı haşlanmış patatesler çiğdi. İnegöl köftenin yanındaki közlenmiş patlıcanın tadı küflü gibiydi. İnegöl köftenin tadıysa bir tuhaftı. Personeli iyi ve yardımsever.,,,0,Ci9DQUlRQUNvZENodHljRjlvT214aVMzQkJOWEppTlhKcFMyVjVUbkpZYm5vMWRGRRAB
Lou Cafe Bistro - Maidan,Elif A.,14,2,Evet,2,8 ay önce,"Bu mekana çok kez deneyimleme şansım oldu ama her seferinde garsonların mutsuzluğu ile karşılaştım. Sanki işlerini zorla yapıyorlar, hiçbir gülümseme yok. Ayrıca tiramisu dilimi söyledik ve hayatımda yediğim en kötü tiramisuydu. Bir çatal alabildik, hem buzluktan çıkmış gibi donuktu hemde tadı çok kötüydü.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2tOMU5HVXRTWGhMTVdSSlpXNWlYMDFDTFd3MGNGRRAB
Lou Cafe Bistro - Maidan,Uğur Güvel,519,92,Evet,4,8 ay önce,Fena değil,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xoUVpVRldMWGhxZFhRM1VFaE5aa3MzU0hsRGVrRRAB
Lou Cafe Bistro - Maidan,Sultan Cavus,252,663,Evet,4,8 ay önce,Hit&Miss.Etli kaseyi ve churros u basarili buldum.,,,2,Ci9DQUlRQUNvZENodHljRjlvT2xJMU5uSkdaMTlXZW5Wc1JVUXhZbkpCZUhOc1lrRRAB
Lou Cafe Bistro - Maidan,Esmanur AKGÜN,3,2,Hayır,5,9 ay önce,Arkadaşlarımla keyifli bir akşam geçirdik. Sadece müzik sesi çok yüksekti birbirimiz duymakta biraz zorlandık.,,,0,Ci9DQUlRQUNvZENodHljRjlvT25oelozWlZhemxaYlRsUlFqSTVNazFZT0daUmExRRAB
Lou Cafe Bistro - Maidan,Batuhan Atik,3,1,Hayır,5,9 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT21GblduUjFiVW8yUW5CdmNEbGxOMjR0WWpkRlFVRRAB
Lou Cafe Bistro - Maidan,Bahar Mermeroğlu,9,9,Evet,1,9 ay önce,"Daha evvel 3 kez geldıgım ;atmosfer olarak sevdiğim sakin biryer . Dün de arkadaşlarımla tercıh ettık. Onlar ilk kez gelıyordu ortamı sevdıler ancak iki çalışan bayan var (sanırım yeniler, daha evvel yoklardı ) suratları sirke satıyor! Girişten çıkışımıza kadar sanki zorla siparıs aldılar . Tuhaf bakışları suratsız tavırları! Sadece Ben değil arkadaşlarımda aynı tepkıyı verdıler. Bende Bir işletmeci olarak kesınlıkle böyle bir eleman çalıştırmam. Benım personellerım musterıye gırdıgı andan çıktığı ana kadar güler yüz ilgı esirgemez . Lütfen eleman ilanı verırken güleryüzlu olmasına dikkat edin.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2pCT00wUTRjMjkyVG1wdlppMVRjRlpPUzNsRVJWRRAB
Lou Cafe Bistro - Maidan,Muhammed Mustafa DUZ,38,1,Evet,1,9 ay önce,MASANIN ÜZERİNE DE KÖPEK ÇIKARMASINA İZİN VERİLMEZ,,,0,Ci9DQUlRQUNvZENodHljRjlvT2psUU9EQnFZM2RxUm1aTFZWWkdhR05yYmsxQmQxRRAB
Lou Cafe Bistro - Maidan,KEZBAN YILMAZ,,,Hayır,1,9 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pWTFJVVXphMjF6V0hOT1ZVVnVYelIxY21WRWJsRRAB
Lou Cafe Bistro - Maidan,Sinem Önder,14,2,Evet,5,9 ay önce,Kızkıza date ✌️,,,0,Ci9DQUlRQUNvZENodHljRjlvT2tsUlRtOHphSFZ2Y1U1ME1VOHlXazFyUW1GNVZWRRAB
Lou Cafe Bistro - Maidan,Kutay ÖZGAN Proje Direktörü,321,243,Evet,3,9 ay önce,"Dubaili tatlı çok güzel

Limonlu tart çok kötü,sanki tavuk kokusu sinmiş gibi bir lezzeti vardı hiç yiyemediks

%10 hizmet bedeli faturaya yansıtması çok saçma ve gereksiz,sanki tatil yöresinde beacde eğlenceye gelmişim gibi...

Birde çalışanların masadaki birşeyler bitmeden sürekli kaldırma çabası neden anlamadım,

telefonla konuşurken masada ne var ne yok süpürdü kaldırdılar,insan bir sorar...",,,0,Ci9DQUlRQUNvZENodHljRjlvT25CUlRIVlNhbTlvVUdWV1pUaHFSak55V2tGTlFYYxAB
Lou Cafe Bistro - Maidan,Songül Yıldırım,2,1,Hayır,4,10 ay önce,"Tatlı bir atmosferi var, lezzet gayet güzel fakat fiyatların ortalamanın bir tık üzerinde olduğunu düşünüyorum ve değinmek istediğim bir başka konu hangi mekana giderseniz gidin servis ücreti alınıyorsa servisten memnun kalınması gerektiği düşüncesindeyim LOU da sunum gayet başarılıydı fakat genel olarak serviste eksiklikler var personellerde ilgisizlik vardı onun haricinde güzel tatlı bi mekan.",,,1,Ci9DQUlRQUNvZENodHljRjlvT2pkUU4yODFhWHB5UkVOdU1sVnVNME54UWs1ZlYzYxAB
Lou Cafe Bistro - Maidan,ZEYNEP NAZ DEMİR,,,Hayır,5,10 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xvdE5sWXlhSEJaT1ZaVFNHaDZMVFJFY0VKMGRWRRAB
Lou Cafe Bistro - Maidan,Nadide Demir,,,Hayır,5,10 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2s5cmJUZEtSMUpuV0hKRFZHMHRORWMwVjNsbE0yYxAB
Lou Cafe Bistro - Maidan,mehtap gül,11,,Hayır,5,10 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT25OcVRreDRRMFphYzFSVVNFUlZXSHBIYjFSdVpXYxAB
Lou Cafe Bistro - Maidan,tiraje100,1,,Hayır,5,10 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pWdVJHVXRPVXBsVDNoSGRIazFaR0ZYYUVZelRFRRAB
Lou Cafe Bistro - Maidan,A Google User,412,1270,Evet,4,10 ay önce düzenlendi,"Ankara'nin standartlarinda iyi diyebilecegimiz bir Italyan lokantasi, meksika dokunuslari da var menulerinde. Turkiye'de neden tuttugunu anlamadigim bir kuzin. Kesinlikle menunun daha italyan olmasi lazim.

Caylar malesef hesabiniz ne kadar kabarik olursa olsun ikram degil ve alelade bir kafe pahasinda, uzak durun mumkunse.

Sebzeli Tavuk Suyu Corbasi 5/5: Kivam iyi, lezzet iyi. Siradisi bir corba degil ama iyi yapilmis.

Lou Crispy Ravioli 5/5: bir tur pane harci ile kaplanip kizartilmis italyan mantilari. Kizartma cok iyi yapilmis, ne agir, ne hafif, kitirlik muthis. Yaninda gelen aci domates sos daha iyi olabilir ama uyumu bu hali ile de gayet iyi.

Ravioli Mezzaluna 5/5: Yogun bir sosun icinde geliyor ama bunu eksi olarak gormuyorum, sosun aromasi harika. Balzamik daha fazla bile kullanilabilir. Dana yanak et dolgusu ise yeterli.

Bistecca Risotto 4/5: Patlicanli ve bonfileli risotto diye geciyor ama patlican cok az. Daha cok patates kullanilmis. Bonfile julyen dilimler yerine bence kup etler ile yapilmali. Julyen dilimler yemeyi zorlastiriyor, altinda risotto var iken, kucuk parcalara ayirmak zor. Ayrica risotto, et orani da biraz yuksek. Cok fazla pirinc var porsiyonda.

Carpaccio Pizza 4/5

Margherita pizza 4/5: icerik vasat ustu malzemeler, guzel diyebilirim. Fakat hamurlarinda daha iyi noktaya gelmeleri lazim.

Kremali Izgara Tavuklu Orecchiette: 4/5

Crostini Trio 4/5: guzel fakat aparatif icin cok buyuk ve doyurucu, epey yagli

Yaban Mantari Corbasi 5/5: HARIKA! parmesan ve istiridye mantarinin birlikteligi cok guzel rehalar birakiyor damakta.

Creme Patissiere 2/5: Cok yogun bir muhallebi ve cikolatali bir tatli, cok akilda kalan bir lezzet degil. Kesinlikle 1 porsiyon 2 kisi icin yeterli.

Atmosfer, dekorlar cok guzel. Lokal bir italyan havasi cok iyi yakalanmis. Acik alan gibi gosterilen kapali alanlarinda sigara iciliyor malesef.

Porsiyonlar cok buyuk, aparatif siparis ederken dikkatli olmak gerekiyor.

Tatlilar malesef sonuk. Cok agir muhallebimsi kivamlar ve sertlesmis cikolatali kek vs icerikler, sekeri az da olsa damakta arkasini isteyeceginiz bir lezzet birakmiyor. Bu kadar kaliteli menu icin, daha iyi tatli menusu beklerdim dogrusu.

Vegan Tiramisu 2/5: Vegan olmak icin kalitesiz bir tatliya cevrilmis bir tiramusu, cok yazik.

Limonlu Tart 3/5: ici dondurma gibi soguk, disi kabuk gibi bir doku. Biraz daha az sekerli olsa daha iyi olabilir.

Game of Thrones 1/5: Icerikler iyi degil, kaliteli bir yag yok, yogun palm yagi iceriyor ganaj kismi. Kek kismi da akilda kalan bir lezzet degil.",,,4,ChdDSUhNMG9nS0VJQ0FnSURJbS1tVl93RRAB
Lou Cafe Bistro - Maidan,Emine Şan,1,,Hayır,1,10 ay önce,Her zaman severek geldiğimiz maidan şubesinde  Tüm lou boş olmasına rağmen rezervasyon deyip ön masalara oturtmadı bayan.üstelik şuan sadece 1 masa dolu. 09.08.2025 saat 17:53,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xKUGRITnZObko0U0RnM1pXaE9SVWRPTW5WUWJWRRAB
Lou Cafe Bistro - Maidan,gülşah geçmez,4,,Hayır,4,10 ay önce,gelen hesabın %20 si kadar bilgimiz dışında  servis ücreti adı altında 200 tl fazladan bir ücret ödedik,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pGblZVY3RNMFpWY2kxelNWbFhjMnBLV2s1T1ZHYxAB
Lou Cafe Bistro - Maidan,Aylin Cabbar,24,83,Evet,5,10 ay önce,"İlk başta yorumlardan tereddüt etmiştim. Arkadaşlarla denemek istedik. İlgiden memnun kaldım, servis iyi. Lezzetleri tartışmaya gerek yok Lou kalitesi.
Sizde bir deneyin",,,1,Ci9DQUlRQUNvZENodHljRjlvT2pRNGFWZHFNazF2WTNwcFExTjZkRU5PZGs5ZmFWRRAB
Lou Cafe Bistro - Maidan,Emel Sude Gürcan,26,14,Evet,1,10 ay önce,"İlk defa denediğimiz bir mekan yorumlarda profiterol tavsiye edilmiş, ama tek iyi yönü servis edilirken ki çikolata şovu.. Zaten ekstra hizmet ücreti olduğundan onu da çok görmemek lazım. Tadı asla güzel değildi üç tane getirdi sosu aşırı kalitesiz içi de bir o kadar lezzetsizdi. Ortalamanın üstünde para verip bu şekilde bir lezzet ile karşılanmak hayal kırıklığı oldu. Şov dan önce lezzete önem vermeniz dileğiyle.",,,1,Ci9DQUlRQUNvZENodHljRjlvT2s1dFZ6TklhWGRMWmtGaU5tUlZSVEZEVjJoallVRRAB
Lou Cafe Bistro - Maidan,Burak Yaşar,8,,Hayır,1,10 ay önce,"Profiterolü çok övülmüştü profiterol söyledik , sunumu güzeldi ama tat olarak çok kötüydü fiyat performans olarak çok zayıf bir yer begenmedik",,,0,Ci9DQUlRQUNvZENodHljRjlvT2pkdmJEZHBSVFZmTm05bGR6VTRjMjVFWkdKUVFuYxAB
Lou Cafe Bistro - Maidan,Irmak Doğa Burgan,8,,Hayır,1,10 ay önce,"Gittiğim bütün lou ların arasında en kötüsü.. garsonların bizi azarlaması mı dersiniz, neler neler",,,0,Ci9DQUlRQUNvZENodHljRjlvT2treU5VSnNaa3RPY21OVGF6WklNR1kyUlVwcWRrRRAB
Lou Cafe Bistro - Maidan,Emirhan Baysal,3,,Hayır,5,10 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xoV1VWUjJUSEJpTjI5c1ptVlZMWFZmZEdkNGRVRRAB
Lou Cafe Bistro - Maidan,Tuncay KÖSEOĞLU,325,3631,Evet,4,11 ay önce,Maidan acm de bulunan işletme. İnegöl köftesi çok iyi. Personel ilgili güler yüzlü.kokteylleri de başarılı.,,,4,Ci9DQUlRQUNvZENodHljRjlvT2xacGRHd3hRbEkzTURoRE0yaDBRbVZzV2s5bVprRRAB
Lou Cafe Bistro - Maidan,Mert Özatay,1,,Hayır,5,11 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2poR01UUklPSEo1TlRsUFkzTnBlQzFsT1VKbmNYYxAB
Lou Cafe Bistro - Maidan,dogan yildirim,4,,Hayır,5,11 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pKbk5tSlhXR1JWU2toQ1Z6SXhZa2hMUlU1Mk0xRRAB
Lou Cafe Bistro - Maidan,Utku ÜNAL,38,2,Evet,2,11 ay önce,"10-12 kişi rezervasyon ile gittik. Rezervasyon yapan kişi ben değilim, ne konuşulduğunu da pek bilmiyorum fakat dışarıdan bir göz olarak gerçekten iğrenç bir duruma şahit olduk. Verdiğimiz farklı siparişleri almadılar. Sebebi de şu ki; önce kişi başı bir sıcak yemek, alkollü kokteyl veya alkolsüz kokteyl söylemiz gerekiyormuş. Çünkü rezervasyonlu masalarda böyleymiş.

Yemek kesinlikle kötü değil ama verilen paraya değmeyecek karar pahalı. Tamamen marka değerine para vereceğiniz pek de farklı olmayan bir yer.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2toRlVuTXhTMGd0VFVaWGNFeE1UR0psVlVOMGFsRRAB
Lou Cafe Bistro - Maidan,Berkay Demir,24,7,Evet,5,11 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2psNU1sTXpUR0ZKYjNWU05ubGFSRTFmYkc1QlMyYxAB
Lou Cafe Bistro - Maidan,Murat Doğancı,327,1451,Evet,5,11 ay önce,Sebzeli tavuklu çorbasını ve tavuk ızgara salatasını baya beğendim. Lezzet yerinde mekan olarakta güzel bir mekan fiyatlar mekanına göre standart tavsiye ederim,,,4,Ci9DQUlRQUNvZENodHljRjlvT2xweExWUjZSRVp4TVVwbU9XUlpZWFYxZEc1SVZtYxAB
Lou Cafe Bistro - Maidan,Gülşen Karayağız (Gülşen),102,504,Evet,4,11 ay önce,"Lou Maidan’a gittiğimde her seferinde memnun kalıyorum. Sebzeli tavuk çorbası tam anne usulü gibi, sıcacık ve çok lezzetli. Sezar salatası da her zaman taze ve sosu yerinde. Fiyatlar da gayet makul. Ortam sakin, çalışanlar da ilgili. Sevdiğim, güvenerek geldiğim bir yer. Tavsiye ederim!🥗🍲 …",,,1,Ci9DQUlRQUNvZENodHljRjlvT2tsNU5uRk9Ta0UwVUVocE4zRnhOWHBaWVVkTmQwRRAB
Lou Cafe Bistro - Maidan,Tuna Çelik,12,,Hayır,1,bir yıl önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT25aS2IzQTJNazVOUm05U1VtMTFZMUYzY0ZSWE5IYxAB
Lou Cafe Bistro - Maidan,Aslı Çelik,10,,Hayır,1,bir yıl önce,"Bir konser sırasında bistro masayı gayet güler yüzlü bir şekilde şişe söylememiz karşılığında tahsis edişiniz , sonrasında 2 sandalyemizi geri alışınız ve sonrasında yemek söylememizi isteyişiniz gerçekten çok saygısızcaydı , ödediğimiz hesap çok hatrı sayılırdı ama karşılığında rezil oluşumuzla kaldık , bir daha tercih edilmeyeceksiniz",,,0,Ci9DQUlRQUNvZENodHljRjlvT21sUVJ5MVVSVUp3YmpCa01YUTVSamRoWDBGUmRrRRAB
Lou Cafe Bistro - Maidan,Veli Üstün,3,1,Hayır,5,bir yıl önce,,,,0,ChdDSUhNMG9nS0VOcVluSzJMeDhmWjRRRRAB
Lou Cafe Bistro - Maidan,AZRA AYDIN,11,2,Evet,5,bir yıl önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pCWk4yTnFNVWxoZWpCSUxVOTZiM2hQWWxjM2JuYxAB
Lou Cafe Bistro - Maidan,İbrahim Yılmaz,20,,Evet,5,bir yıl önce,,,,0,ChdDSUhNMG9nS0VKYTdwOGJUeTV1TzdBRRAB
